activity,timeStamp,x,y,z
Standing,1.576590140015e+12,-0.020593261,-0.9012314,-0.30694884
Standing,1.576590140076e+12,-0.017651368,-0.90319216,-0.3118515
Standing,1.576590140361e+12,-0.009806824,-0.9012314,-0.30792847
Standing,1.576590140591e+12,-0.018632507,-0.8963272,-0.30596772
Standing,1.576590140905e+12,-0.020593261,-0.8982895,-0.31675416
Standing,1.576590141874e+12,-0.020593261,-0.90025026,-0.31283265
Standing,1.576590142083e+12,-0.020593261,-0.89730835,-0.31381226
Standing,1.576590142425e+12,-0.019613648,-0.90025026,-0.3147934
Standing,1.576590142849e+12,-0.018632507,-0.90025026,-0.3216583
Standing,1.576590143339e+12,-0.021574402,-0.89927065,-0.30792847
Standing,1.57659014385e+12,-0.022555541,-0.8982895,-0.30498657
Standing,1.57659014482e+12,-0.019613648,-0.9022125,-0.30694884
Standing,1.576590144891e+12,-0.018632507,-0.90025026,-0.3089096
Standing,1.57659014548e+12,-0.019613648,-0.90025026,-0.3020447
Standing,1.57659014588e+12,-0.024516296,-0.89927065,-0.3089096
Standing,1.576590146066e+12,-0.021574402,-0.89927065,-0.30596772
